id,manufacturer,model,transmission,color,odometer,year,engineFuel,engineType,engineCapacity,bodyType,drivetrain,photos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
22081,Mercedes-Benz,A160,mechanical,silver,213000,2001,gasoline,gasoline,1.6,hatchback,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
22082,Peugeot,3008,automatic,other,567000,2013,gasoline,gasoline,1.6,suv,front,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
22083,Ford,Transit,mechanical,blue,546000,2003,diesel,diesel,2,van,front,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
22084,Volkswagen,Touran,mechanical,silver,265000,2005,diesel,diesel,1.9,minivan,front,5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
22085,Citroen,C4,mechanical,black,180000,2008,gasoline,gasoline,1.4,hatchback,front,23,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
22086,Mercedes-Benz,T1,mechanical,red,400000,1993,diesel,diesel,2.3,van,rear,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22087,Citroen,Xsara,mechanical,blue,247160,1997,gasoline,gasoline,1.8,hatchback,front,9,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22088,Volkswagen,Touran,mechanical,black,317000,2003,diesel,diesel,2,minivan,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
22089,Ford,Transit,mechanical,blue,385000,1996,gasoline,gasoline,2,minibus,rear,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22090,Honda,CR-V,automatic,black,195535,2007,gasoline,gasoline,2.4,suv,front,20,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
22091,Ford,Transit,mechanical,white,296000,2000,diesel,diesel,2.4,minibus,rear,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22092,Alfa Romeo,156,automatic,silver,298000,1999,gasoline,gasoline,2,sedan,front,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
22093,Volkswagen,Touran,mechanical,black,269000,2006,diesel,diesel,1.9,minivan,front,10,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
22094,Iveco,Daily,mechanical,white,111111,1995,diesel,diesel,2.5,van,rear,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22095,Peugeot,206,mechanical,other,230000,2000,gasoline,gasoline,1.6,hatchback,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
22096,Volkswagen,Golf,mechanical,black,95045,1992,gasoline,gasoline,1.8,hatchback,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22097,Jaguar,XJ,automatic,grey,150000,2004,gasoline,gasoline,4.2,sedan,rear,5,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22098,Ford,Mondeo,mechanical,grey,322000,1994,gasoline,gasoline,1.6,hatchback,front,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22099,BMW,525,automatic,blue,443000,1994,diesel,diesel,2.5,sedan,rear,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22100,BMW,530,automatic,green,360000,2000,diesel,diesel,3,sedan,rear,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22101,Skoda,Superb,mechanical,black,162000,2009,diesel,diesel,2,sedan,front,16,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
22102,Volkswagen,Tiguan,automatic,white,110600,2011,gasoline,gasoline,2,suv,all,12,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
22103,Volkswagen,Passat,mechanical,black,199900,2016,diesel,diesel,2,universal,front,6,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
22104,Mercedes-Benz,GLK350,automatic,black,115000,2012,gasoline,gasoline,3.5,suv,all,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22105,Peugeot,3008,automatic,grey,200348,2010,diesel,diesel,1.6,universal,front,19,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
22106,Opel,Vectra,mechanical,silver,256987,1998,diesel,diesel,2,universal,rear,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22107,Hyundai,Matrix,mechanical,green,250000,2001,diesel,diesel,1.5,universal,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22108,Opel,Vectra,mechanical,violet,300000,1996,gasoline,gasoline,2,hatchback,front,8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
22109,Volkswagen,Tiguan,mechanical,black,21670,2018,gasoline,gasoline,2,suv,front,30,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
22110,Chrysler,Voyager,mechanical,other,250000,2002,diesel,diesel,2.5,minivan,front,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22111,Opel,Corsa,automatic,black,119000,2007,gasoline,gasoline,1.2,sedan,front,8,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
22112,Toyota,Yaris,mechanical,red,74000,2013,gasoline,gasoline,1,hatchback,front,20,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
22113,BMW,730,automatic,black,299000,2008,gasoline,gasoline,3,sedan,rear,11,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22114,Peugeot,407,mechanical,silver,208000,2006,gasoline,gasoline,2,sedan,front,10,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
22115,Citroen,C5,automatic,violet,317000,1995,gasoline,gasoline,2,liftback,front,25,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22116,Volkswagen,Passat CC,mechanical,black,185000,2012,gasoline,gasoline,1.8,sedan,front,2,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
22117,Audi,A6,mechanical,blue,420152,1994,gasoline,gasoline,2,sedan,front,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
22118,BMW,X5,automatic,black,312000,2004,diesel,diesel,3,suv,all,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22119,Volkswagen,Passat,mechanical,black,337300,2002,diesel,diesel,2.5,sedan,all,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22120,Mercedes-Benz,ML350,automatic,black,225000,2008,gasoline,gasoline,3.5,suv,all,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22121,Audi,A6,mechanical,grey,308000,2005,diesel,diesel,2.7,sedan,front,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
22122,Volkswagen,T5 Caravelle,mechanical,grey,152000,2014,diesel,diesel,2,minibus,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
22123,Chevrolet,Lacetti,mechanical,silver,440000,2011,gasoline,gasoline,1.6,universal,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22124,BMW,520,mechanical,blue,666666,1992,gasoline,gasoline,2,sedan,rear,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22125,Peugeot,308,mechanical,blue,112000,2008,gasoline,gasoline,1.6,hatchback,front,17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22126,Opel,Astra,mechanical,blue,270000,1992,gasoline,gasoline,1.4,hatchback,front,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22127,Volkswagen,T4,mechanical,blue,382000,1995,diesel,diesel,1.9,minibus,front,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22128,Renault,Megane,mechanical,blue,657489,1998,gasoline,gasoline,1.4,hatchback,front,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22129,Mercedes-Benz,G270,automatic,black,455000,2002,diesel,diesel,2.7,suv,all,18,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22130,Audi,A8,automatic,grey,180000,2003,gasoline,gasoline,4.2,sedan,all,17,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
22131,Audi,A6,automatic,black,260000,2002,diesel,diesel,2.5,universal,front,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22132,Seat,Ibiza,mechanical,blue,265000,1998,gasoline,gasoline,1,hatchback,front,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22133,Fiat,Bravo,mechanical,red,178329,1996,gasoline,gasoline,1.6,hatchback,front,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22134,Citroen,Jumpy,mechanical,black,181657,2015,diesel,diesel,2,minibus,front,12,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
22135,Volkswagen,Sharan,mechanical,blue,364000,1999,gasoline,gasoline,1.8,minivan,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
22136,Volkswagen,LT,mechanical,white,260000,1998,diesel,diesel,2.5,van,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22137,Mitsubishi,Grandis,mechanical,grey,350000,2006,diesel,diesel,2,minivan,front,4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22138,Hyundai,Santa Fe,automatic,silver,160000,2009,gasoline,gasoline,2.4,suv,all,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
22139,Peugeot,406,mechanical,grey,224000,1997,gasoline,gasoline,1.8,universal,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22140,Ford,Galaxy,mechanical,blue,1000000,2003,diesel,diesel,1.9,minivan,front,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22141,Mazda,626,mechanical,green,300000,1993,gasoline,gasoline,2,sedan,front,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22142,Peugeot,607,automatic,grey,337000,2002,gasoline,gasoline,2.2,sedan,front,15,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22143,Volkswagen,Golf,mechanical,silver,350000,1985,gasoline,gasoline,1.6,hatchback,front,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22144,Volkswagen,Passat,mechanical,black,450000,1998,gasoline,gasoline,1.6,universal,front,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22145,Mitsubishi,Lancer,automatic,other,180000,2008,gasoline,gasoline,1.8,sedan,front,11,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
22146,Peugeot,406,mechanical,green,290000,1997,gasoline,gasoline,2,sedan,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22147,Volvo,XC90,automatic,black,198000,2003,gasoline,gasoline,2.9,suv,all,10,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
22148,Subaru,Legacy,automatic,white,185000,2010,gasoline,gasoline,2.5,sedan,all,19,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22149,BMW,520,mechanical,white,333333,1995,gasoline,gasoline,2,sedan,rear,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22150,Audi,A6,mechanical,black,150000,1995,diesel,diesel,1.9,sedan,front,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22151,Land Rover,Range Rover Evoque,automatic,brown,40532,2013,gasoline,gasoline,2,suv,all,19,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
22152,Daewoo,Matiz,mechanical,green,100800,2007,gasoline,gasoline,0.8,hatchback,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22153,Hyundai,Santa Fe,automatic,black,230000,2001,gasoline,gasoline,2.7,suv,front,6,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
22154,Opel,Astra,mechanical,red,3151,2000,gasoline,gasoline,1.8,universal,front,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
22155,Ford,Mustang,mechanical,blue,350837,2005,gasoline,gasoline,4,coupe,rear,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
22156,Mercedes-Benz,E270,mechanical,black,349000,2003,diesel,diesel,2.7,sedan,rear,12,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
22157,Toyota,Camry,automatic,other,399338,2006,gasoline,gasoline,2.4,sedan,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22158,Ford,Transit,mechanical,white,32187,1996,diesel,diesel,2.5,van,rear,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22159,Ford,Focus,mechanical,red,212500,2006,diesel,diesel,1.6,universal,front,8,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
22160,Volkswagen,T5,mechanical,black,375000,2006,diesel,diesel,2.5,minibus,front,11,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
22161,Renault,Clio,mechanical,white,333000,2003,diesel,diesel,1.5,sedan,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22162,Volkswagen,Tiguan,mechanical,silver,127000,2013,gasoline,gasoline,1.4,suv,front,5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
22163,Volkswagen,T4,mechanical,grey,350741,1993,diesel,diesel,2.4,minibus,front,22,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
22164,LADA,Vesta,automatic,orange,7610,2018,gasoline,gasoline,1.8,universal,front,22,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
22165,Chevrolet,Aveo,mechanical,blue,178000,2007,gasoline,gasoline,1.4,sedan,front,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22166,Volvo,S40,automatic,grey,144000,2007,gasoline,gasoline,2.4,sedan,front,7,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
22167,Volkswagen,Tiguan,automatic,silver,132000,2010,gasoline,gasoline,2,suv,front,10,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
22168,Skoda,Octavia,mechanical,black,217000,2010,gasoline,gasoline,1.8,universal,front,6,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
22169,BMW,X5,automatic,green,280000,2002,gasoline,gasoline,3,suv,all,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22170,Renault,Laguna,mechanical,grey,160000,2002,diesel,diesel,2.2,hatchback,front,12,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
22171,Audi,A6,automatic,white,127000,2013,gasoline,gasoline,2.8,sedan,all,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22172,Mazda,6,mechanical,black,181380,2007,gasoline,gasoline,1.8,sedan,front,11,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
22173,Chevrolet,Captiva,mechanical,black,276615,2010,gasoline,gasoline,2.4,suv,front,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22174,Honda,Accord,mechanical,silver,310000,1997,gasoline,gasoline,1.8,sedan,front,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22175,Hyundai,Tucson,mechanical,other,268000,2004,diesel,diesel,2,suv,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
22176,Volkswagen,Touran,mechanical,blue,275000,2006,diesel,diesel,1.9,minivan,front,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
22177,Volkswagen,Santana,mechanical,grey,999999,1985,gasoline,gasoline,1.8,sedan,front,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22178,Land Rover,Discovery,mechanical,green,200000,1998,gasoline,gasoline,3.9,suv,all,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22179,Skoda,Felicia,mechanical,white,250000,1999,gasoline,gasoline,1.3,universal,front,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22180,Chery,Amulet,mechanical,other,120000,2008,gasoline,gasoline,1.6,liftback,front,21,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22181,Seat,Altea,mechanical,black,270000,2004,diesel,diesel,1.9,hatchback,front,6,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
22182,Ford,Transit,mechanical,blue,400000,1991,diesel,diesel,2.5,minibus,rear,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22183,Daewoo,Tacuma,mechanical,blue,249000,2001,gasoline,gasoline,1.8,hatchback,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22184,BMW,730,automatic,black,426000,2002,diesel,diesel,3,sedan,rear,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22185,Nissan,Micra,mechanical,black,232819,2005,diesel,diesel,1.5,hatchback,front,9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
22186,Opel,Corsa,mechanical,black,63000,2011,gasoline,gasoline,1.2,hatchback,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22187,Nissan,Almera,mechanical,black,400000,1999,gasoline,gasoline,1.6,sedan,front,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22188,Chery,QQ6,mechanical,silver,96600,2008,gasoline,gasoline,1.3,liftback,front,5,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22189,Mercedes-Benz,C180,mechanical,black,224000,2009,gasoline,gasoline,1.8,universal,rear,19,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
22190,Volkswagen,Golf,mechanical,silver,270000,2005,gasoline,gasoline,1.6,universal,front,14,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
22191,Opel,Insignia,automatic,black,183000,2011,gasoline,gasoline,2,sedan,front,15,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22192,Mercedes-Benz,Sprinter,mechanical,white,500000,1998,diesel,diesel,2.7,van,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22193,Citroen,C5,mechanical,other,300000,2002,gasoline,gasoline,2,hatchback,front,12,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
22194,Chrysler,Voyager,automatic,grey,250000,2000,gasoline,gasoline,2.4,minivan,front,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22195,Volkswagen,Passat,automatic,grey,205000,2011,gasoline,gasoline,2.5,sedan,front,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
22196,Fiat,Ulysse,mechanical,white,9,1999,diesel,diesel,2,minivan,front,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22197,Renault,Master,mechanical,white,263000,2010,diesel,diesel,2.5,minibus,front,4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
22198,Mercedes-Benz,E220,automatic,silver,467000,2004,diesel,diesel,2.2,universal,rear,10,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
22199,Peugeot,307,mechanical,white,260000,2005,diesel,diesel,1.6,hatchback,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22200,Mitsubishi,Carisma,mechanical,white,300000,1996,diesel,diesel,1.9,hatchback,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22201,Audi,100,mechanical,silver,465000,1991,gasoline,gasoline,2.3,sedan,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22202,Citroen,C5,mechanical,silver,400000,2002,gasoline,gasoline,2,universal,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
22203,Kia,Sportage,automatic,silver,220000,2011,gasoline,gasoline,2,suv,front,19,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
22204,Mitsubishi,Galant,mechanical,blue,400000,1995,gasoline,gasoline,1.8,hatchback,front,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22205,Land Rover,Discovery,automatic,grey,21000,2015,gasoline,gasoline,2,suv,all,16,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
22206,Volkswagen,T4,mechanical,other,415000,1998,diesel,diesel,2.4,minibus,front,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
22207,Mercedes-Benz,S320,automatic,silver,303000,2002,gasoline,gasoline,3.2,sedan,rear,8,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
22208,Volkswagen,T5 Multivan,mechanical,silver,260000,2010,diesel,diesel,2,minibus,front,24,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
22209,Audi,100,mechanical,black,300000,1987,gasoline,gasoline,1.8,sedan,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22210,Mazda,CX-7,automatic,white,83200,2009,gasoline,gasoline,2.3,suv,all,19,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
22211,Volkswagen,Touareg,mechanical,grey,180000,2006,diesel,diesel,3,suv,all,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
22212,Citroen,Xsara,mechanical,silver,285000,2003,diesel,diesel,2,universal,front,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22213,Citroen,Xantia,mechanical,silver,280000,1998,gasoline,gasoline,1.8,hatchback,front,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22214,Peugeot,207,mechanical,silver,150000,2010,gasoline,gasoline,1.4,hatchback,front,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22215,Dodge,Grand Caravan,automatic,white,280509,1997,gasoline,gasoline,3.8,minivan,front,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22216,Kia,Cerato,mechanical,silver,245000,2004,diesel,diesel,2,hatchback,front,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
22217,BMW,525,automatic,silver,385000,2003,diesel,diesel,2.5,universal,rear,18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
22218,Honda,Accord,mechanical,red,400000,1993,gasoline,gasoline,2,sedan,front,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
22219,Audi,A8,automatic,black,380000,2001,gasoline,gasoline,4.2,sedan,all,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
22220,Ford,Transit,mechanical,yellow,425000,1994,diesel,diesel,2.5,van,rear,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
22221,Hyundai,Lantra,mechanical,blue,290000,1996,gasoline,gasoline,1.6,universal,front,9,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
22222,Mazda,Xedos 6,mechanical,red,299000,1993,gasoline,gasoline,2,sedan,front,10,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
22223,Mercedes-Benz,Vito,mechanical,silver,400000,2006,diesel,diesel,2.2,minibus,rear,9,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
